Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
"Ed, Edd n Eddy: Jawbreakers!",0.23,0.08,0,0.01,0.32
Dragster,0.3,0.02,0,0,0.32
Frankenstein's Monster,0.3,0.02,0,0,0.32
Riven: The Sequel to Myst,0.18,0.12,0,0.02,0.32
Derby Stallion DS,0,0,0.32,0,0.32
Mirror's Edge Catalyst,0.1,0.14,0.02,0.06,0.32
Manhunt 2,0.04,0.18,0,0.1,0.32
NBA 2K3,0.24,0.07,0,0.01,0.32
Monster Lab,0.28,0.02,0,0.02,0.32
Dragon Quest Monsters: Battle Road Victory,0,0,0.32,0,0.32
Shin Momotarou Densetsu,0,0,0.32,0,0.32
From TV Animation One Piece: Grand Battle! 3,0,0,0.32,0,0.32
Sega Smash Pack,0.23,0.08,0,0.01,0.32
All-Star Baseball 2005,0.16,0.12,0,0.04,0.32
The Conveni: Ano Machi wo Dokusen Seyo,0,0,0.3,0.02,0.32
Shin Super Robot Taisen Special Disk,0,0,0.3,0.02,0.32
Live A Live,0,0,0.32,0,0.32
NFL Fever 2004,0.24,0.07,0,0.01,0.32
Madden NFL 2002,0.23,0.08,0,0.01,0.32
UEFA Euro 2008 Austria-Switzerland,0.03,0,0,0.28,0.32
Clive Barker's Jericho,0.28,0.01,0,0.02,0.32
Littlest Pet Shop: City Friends,0.29,0,0,0.02,0.32
Kingdom Under Fire: The Crusaders,0.24,0.07,0,0.01,0.32
4x4 Evolution,0.16,0.12,0,0.04,0.32
Cabela's Dangerous Hunts 2011,0.28,0.01,0,0.02,0.32
Momotarou Dentetsu Happy,0,0,0.32,0,0.32
Power Rangers: Time Force,0.18,0.12,0,0.02,0.32
Romance of the Three Kingdoms VII,0.08,0.06,0.16,0.02,0.32
Shrek the Third,0.08,0.15,0,0.09,0.32
Catherine,0.2,0.06,0.03,0.02,0.32
BlazBlue: Continuum Shift,0.23,0.04,0.02,0.02,0.32
"Monsters, Inc.",0.15,0.12,0,0.04,0.32
DJ Hero,0.1,0.02,0,0.2,0.32
WipEout Pulse,0.13,0.12,0,0.06,0.32
Quiz Magic Academy DS,0,0,0.32,0,0.32
Just Dance 2016,0.24,0.04,0,0.03,0.32
Resident Evil Archives: Resident Evil,0.17,0.04,0.08,0.02,0.32
Dynasty Warriors 4 Empires,0,0,0.32,0,0.32
Shenmue II,0.22,0.08,0,0.01,0.32
Heart of Darkness,0.18,0.12,0,0.02,0.32
LEGO Marvel's Avengers,0.1,0.17,0,0.05,0.32
Virtua Striker 2,0,0,0.32,0,0.32
Fable III,0.09,0.17,0,0.05,0.32
Dragon Ball: XenoVerse,0.18,0.11,0,0.03,0.31
Might & Magic Heroes VI,0.12,0.14,0,0.05,0.31
Fuel,0.09,0.19,0,0.04,0.31
ExerBeat,0.1,0.18,0,0.03,0.31
WarCraft II: The Dark Saga,0.18,0.12,0,0.02,0.31
MonHun Nikki: Poka Poka Ailu Mura G,0,0,0.31,0,0.31
Crash Nitro Kart,0.24,0.07,0,0.01,0.31
Sesame Street: Cookie's Counting Carnival,0.29,0,0,0.02,0.31
NBA ShootOut,0.17,0.12,0,0.02,0.31
Fishing Master,0.29,0,0,0.02,0.31
Phineas and Ferb Ride Again,0.25,0.04,0,0.02,0.31
Jikkyou Powerful Pro Yakyuu 14,0,0,0.31,0,0.31
Contra 4,0.28,0,0.01,0.02,0.31
Madden NFL 2004,0.22,0.08,0,0.01,0.31
Sniper Elite 3,0.1,0.15,0,0.06,0.31
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,0,0,0.31,0,0.31
Bust-A-Move Universe,0.08,0.15,0.06,0.03,0.31
Mario Golf,0,0,0.31,0,0.31
Jikkyou Powerful Pro Yakyuu Portable 3,0,0,0.31,0,0.31
Sesame Street: Elmo's Letter Adventure,0.17,0.12,0,0.02,0.31
The Incredible Hulk,0.28,0.01,0,0.02,0.31
Namco Museum: Virtual Arcade,0.27,0.01,0.01,0.02,0.31
NBA Inside Drive 2003,0.23,0.07,0,0.01,0.31
FIFA Street,0.15,0.12,0,0.04,0.31
Barbie as The Island Princess,0.28,0.01,0,0.02,0.31
Star Wars Episode III: Revenge of the Sith,0.25,0.03,0,0.03,0.31
Hatsune Miku: Project Mirai DX,0.15,0.04,0.1,0.02,0.31
Dragon Ball Heroes: Ultimate Mission 2,0,0,0.31,0,0.31
Shrek: Forever After,0.19,0.1,0,0.03,0.31
MLB 07: The Show,0.29,0,0,0.02,0.31
Homefront: The Revolution,0.05,0.19,0.03,0.04,0.31
Jampack: Summer 2003 (RP-M),0.15,0.12,0,0.04,0.31
Alone in the Dark: One-Eyed Jack's Revenge,0.17,0.12,0,0.02,0.31
Yu-Gi-Oh! The Dawn of Destiny,0.23,0.07,0,0.01,0.31
The Matrix: Path of Neo,0.23,0.07,0,0.01,0.31
Mortal Kombat: Shaolin Monks,0.23,0.07,0,0.01,0.31
Happy Feet,0.27,0.01,0,0.02,0.31
Einhänder,0.1,0.07,0.13,0.02,0.31
Tiny Toon Adventures: The Great Beanstalk,0.17,0.12,0,0.02,0.31
Foto Frenzy: Spot The Diffrence,0.29,0,0,0.02,0.31
Metro: Last Light,0.15,0.13,0,0.03,0.31
Dark Void,0.19,0.09,0,0.03,0.31
Pro Evolution Soccer 2013,0.08,0.2,0,0.03,0.31
Armored Core: Silent Line,0.07,0.06,0.16,0.02,0.31
SD Gundam G Generation Wars,0,0,0.31,0,0.31
Dr. Seuss: How the Grinch Stole Christmas,0.29,0,0,0.02,0.31
Panzer Dragoon II Zwei,0,0,0.31,0,0.31
KISS Pinball,0.17,0.12,0,0.02,0.31
Brothers In Arms: Earned in Blood,0.23,0.07,0,0.01,0.31
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,0.22,0.08,0,0.01,0.31
Super Robot Taisen Complete Box,0,0,0.29,0.02,0.31
Mega Man Maverick Hunter X,0.27,0.01,0,0.03,0.31
Cabela's Outdoor Adventures (2009),0.29,0,0,0.02,0.31
Lord of Arcana,0.07,0.04,0.17,0.03,0.31
Jikkyou Powerful Pro Yakyuu 4,0,0,0.26,0.05,0.31
Goemon's Great Adventure,0.06,0.02,0.13,0.1,0.31
Hot Wheels Turbo Racing,0.25,0.06,0,0,0.31
Vigilante 8,0.25,0.06,0,0,0.31
Bass Hunter 64,0.25,0.06,0,0,0.31
Doubutsu no Mori,0,0,0.26,0.05,0.31
Football Manager 2016,0,0.29,0,0.02,0.31
Naruto: Ninja Destiny (US sales),0.31,0,0,0,0.31
TRON: Evolution,0.24,0.05,0,0.02,0.31
Disney Infinity 3.0,0.18,0.1,0,0.03,0.31
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,0,0,0.31,0,0.31
Calvin Tucker's Redneck Jamboree,0.29,0,0,0.02,0.31
MySims SkyHeroes,0.18,0.1,0,0.03,0.31
J-League Winning Eleven 2007: Club Championship,0,0,0.31,0,0.31
Shrek's Carnival Craze Party Games,0.28,0,0,0.02,0.31
Harvest Moon: Magical Melody,0.25,0.04,0,0.03,0.31
Star Wars Jedi Knight II: Jedi Outcast,0.23,0.07,0,0.01,0.31
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,0.18,0.02,0.09,0.02,0.31
Mega Man Battle Network 2,0.22,0.08,0,0.01,0.31
Little King's Story,0.15,0.11,0.02,0.02,0.31
Mountain King,0.29,0.02,0,0,0.31
Jampack Volume 12,0.15,0.12,0,0.04,0.31
Madagascar,0.25,0.04,0,0.03,0.31
Tiger Woods PGA Tour 06,0.28,0,0,0.02,0.31
Shaun White Snowboarding,0.15,0.12,0,0.04,0.31
Shin Megami Tensei: Devil Summoner - Soul Hackers,0,0,0.31,0,0.31
Major League Baseball 2K8,0.28,0,0,0.02,0.31
Rapala Pro Bass Fishing 2010,0.23,0.05,0,0.02,0.31
Lord of the Rings: Battle for Middle-Earth,0.28,0,0,0.02,0.31
Demolition Racer,0.17,0.12,0,0.02,0.31
Midway Arcade Treasures 2,0.24,0.05,0,0.01,0.31
Final Fantasy IV,0,0,0.29,0.02,0.31
Math Play,0.28,0,0,0.02,0.31
Kingdoms of Amalur: Reckoning,0.14,0.13,0,0.04,0.31
NASCAR Thunder 2003,0.24,0.06,0,0.01,0.31
SD Gundam G Generation: Overworld,0,0,0.31,0,0.31
Sorcery,0.14,0.12,0,0.05,0.31
TouchMaster: Connect,0.11,0.17,0,0.03,0.31
NHL FaceOff 2000,0.17,0.12,0,0.02,0.31
Star Wars Racer Revenge,0.15,0.12,0,0.04,0.31
NBA Live 08,0.28,0,0,0.02,0.31
The King of Fighters XIII,0.17,0.07,0.04,0.03,0.31
NCAA Final Four 2002,0.15,0.12,0,0.04,0.31
South Park: Chef's Luv Shack,0.17,0.12,0,0.02,0.31
Music Maker,0.15,0.12,0,0.04,0.31
Slot Machine,0.29,0.02,0,0,0.31
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,0,0,0.31,0,0.31
Astroblast,0.29,0.02,0,0,0.31
Blade II,0.15,0.12,0,0.04,0.31
40 Winks,0.17,0.12,0,0.02,0.31
The Legend of Heroes: Trails of Cold Steel,0.08,0.05,0.14,0.04,0.31
Fate/Extra,0.18,0.01,0.1,0.02,0.31
Shaun White Snowboarding: World Stage,0.25,0.04,0,0.02,0.31
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,0.29,0,0,0.02,0.31
Skylanders SWAP Force,0.22,0.06,0,0.02,0.31
A Collection of Classic Games from the Intellivision,0.17,0.12,0,0.02,0.31
Monsters vs. Aliens,0.21,0.06,0,0.03,0.31
Silent Hill: Shattered Memories,0.09,0.13,0.01,0.08,0.31
Bruce Lee: Quest of the Dragon,0.23,0.07,0,0.01,0.31
Spin Jam,0.17,0.12,0,0.02,0.31
KuruKuru Kururin,0,0,0.3,0.01,0.31
Disney's The Emperor's New Groove,0.17,0.12,0,0.02,0.31
Disney's Stitch: Experiment 626,0.15,0.12,0,0.04,0.31
RPG Tsukuru 2,0,0,0.31,0,0.31
Yuu Yuu Hakusho 2: Kakutou no Sho,0,0,0.31,0,0.31
Orphen: Scion of Sorcery,0.15,0.12,0,0.04,0.31
LEGO Legends of Chima: Laval's Journey,0.18,0.1,0,0.03,0.31
Imagine: Family Doctor,0.28,0.01,0,0.02,0.3
Magna Carta 2,0.13,0.08,0.07,0.02,0.3
Ultimate Spider-Man,0.22,0.08,0,0.01,0.3
Nicktoons: Battle for Volcano Island,0.28,0,0,0.02,0.3
Midtown Madness 3,0.23,0.07,0,0.01,0.3
Shrek Swamp Kart Speedway,0.22,0.08,0,0.01,0.3
One Piece: Unlimited World Red,0.09,0.12,0.06,0.05,0.3
Alien: Isolation,0.15,0.13,0,0.03,0.3
Gameboy Gallery,0,0,0.3,0,0.3
Virtua Cop 2,0,0,0.3,0,0.3
Ehrgeiz,0.17,0.12,0,0.02,0.3
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,0,0,0.3,0,0.3
Karaoke Revolution Glee: Volume 3,0.24,0.04,0,0.02,0.3
Spyro: Attack of the Rhynocs,0.22,0.08,0,0.01,0.3
"Army Men World War: Land, Sea, Air",0.17,0.12,0,0.02,0.3
Dai-2-Ji Super Robot Taisen OG,0,0,0.3,0,0.3
Stranglehold,0.24,0.03,0,0.03,0.3
Trauma Center: New Blood,0.22,0.04,0.01,0.03,0.3
Shrek the Third,0.26,0.02,0,0.02,0.3
Lumines ll,0.12,0.12,0,0.07,0.3
NES Remix,0.2,0,0.08,0.02,0.3
1701 A.D.,0,0.25,0,0.05,0.3
Jumping Flash!,0.05,0.03,0.21,0.02,0.3
Karaoke Revolution Party,0.15,0.12,0,0.04,0.3
Batman: The Brave and the Bold the Videogame,0.24,0.04,0,0.02,0.3
Burnout,0.23,0.06,0,0.01,0.3
Lizzie McGuire 3: Homecoming Havoc,0.22,0.08,0,0.01,0.3
Chaos Legion,0.15,0.12,0,0.04,0.3
PowerUp Heroes,0.18,0.1,0,0.03,0.3
NASCAR 2011: The Game,0.29,0,0,0.02,0.3
Puyo Puyo 7,0,0,0.3,0,0.3
Shrek: Forever After,0.19,0.09,0,0.03,0.3
Charlie and the Chocolate Factory,0.22,0.08,0,0.01,0.3
Neopets: The Darkest Faerie,0.15,0.12,0,0.04,0.3
Blazing Heroes,0,0,0.3,0,0.3
Rhythm Tengoku,0,0,0.3,0.01,0.3
Super Robot Taisen W,0,0,0.3,0,0.3
Cart World Series,0.17,0.11,0,0.02,0.3
Invizimals: Shadow Zone,0.05,0.16,0,0.08,0.3
24: The Game,0.15,0.12,0,0.04,0.3
Spider-Man 3,0.01,0.23,0,0.06,0.3
The Dukes of Hazzard II: Daisy Dukes It Out,0.17,0.11,0,0.02,0.3
Famista '91,0,0,0.3,0,0.3
Squinkies,0.27,0.02,0,0.02,0.3
Zoo Tycoon 2 DS,0.24,0.03,0,0.02,0.3
Looney Tunes: Duck Amuck,0.28,0,0,0.02,0.3
Super Robot Taisen OG: Original Generations Gaiden,0,0,0.3,0,0.3
Drakengard 3,0.1,0,0.19,0.02,0.3
Decathlete,0,0,0.3,0,0.3
The Sims 2,0.02,0.24,0,0.05,0.3
Disgaea 3: Absence of Detention,0.13,0.06,0.07,0.04,0.3
Tom Clancy's Splinter Cell 3D,0.14,0.07,0.07,0.02,0.3
DmC: Devil May Cry,0.12,0.13,0,0.05,0.3
Jonas,0.28,0,0,0.02,0.3
Dynasty Warriors 6,0.15,0.06,0.06,0.02,0.3
Wacky Races: Crash & Dash,0.27,0.01,0,0.02,0.3
Dynasty Warriors 8: Xtreme Legends,0.09,0.11,0.06,0.04,0.3
Toukiden Kiwami,0.05,0.05,0.17,0.03,0.3
Sengoku Basara: Samurai Heroes,0.08,0.02,0.2,0.01,0.3
Romance of the Three Kingdoms VIII,0.05,0.04,0.19,0.01,0.3
Fossil Fighters (JP sales),0,0,0.3,0,0.3
Daikaijyuu Monogatari,0,0,0.3,0,0.3
Tropico 5,0.05,0.16,0.05,0.04,0.3
Hard Hitter Tennis,0.15,0.11,0,0.04,0.3
Glory of Heracles,0.2,0,0.08,0.01,0.3
Monster Truck Madness 64,0.24,0.06,0,0,0.3
Quake II,0.24,0.06,0,0,0.3
Nounai Aeshe: IQ Suppli DS,0,0,0.3,0,0.3
Crazy Taxi: Catch a Ride,0.21,0.08,0,0.01,0.3
MySims Party,0.15,0.12,0,0.03,0.3
Harry Potter and the Order of the Phoenix,0.24,0.04,0,0.02,0.3
Skylanders: SuperChargers,0.17,0.08,0,0.05,0.3
Macross Digital Mission VF-X,0,0,0.28,0.02,0.3
One Piece Unlimited Cruise SP,0,0,0.3,0,0.3
Rayman 2: Revolution,0.15,0.11,0,0.04,0.3
Yu Yu Hakusho Ghost Files: Spirit Detective,0.21,0.08,0,0.01,0.3
Super Bomberman 5,0,0,0.3,0,0.3
N3: Ninety-Nine Nights,0.2,0.03,0.05,0.02,0.3
Shin Megami Tensei: Persona 2: Innocent Sin,0.13,0.03,0.11,0.03,0.3
Army Men: Air Attack 2,0.17,0.11,0,0.02,0.3
Need for Speed: Most Wanted,0.02,0.23,0,0.05,0.3
NBA Live 2003,0.23,0.06,0,0.01,0.3
Pride FC: Fighting Championships,0.15,0.11,0,0.04,0.3
Eternal Ring,0.1,0.07,0.1,0.03,0.3
Dragon Force,0,0,0.3,0,0.3
John Deere: Harvest in the Heartland,0.23,0.04,0,0.02,0.3
Rabbids: Alive & Kicking,0.15,0.12,0,0.03,0.3
Shin Megami Tensei: Devil Summoner - Soul Hackers,0.13,0.02,0.14,0.01,0.3
Winning Post 2,0,0,0.3,0,0.3
Star Gladiator Episode: I Final Crusade,0.07,0.05,0.15,0.02,0.3
Spider-Man: Friend or Foe,0.26,0.02,0,0.02,0.3
FIFA 15,0,0.27,0,0.03,0.3
Dance Dance Revolution Universe 3,0.28,0,0,0.02,0.3
Harvest Moon: The Tale of Two Towns,0.28,0,0,0.02,0.3
We Sing Pop!,0.08,0.19,0,0.03,0.3
Showdown: Legends of Wrestling,0.15,0.11,0,0.04,0.3
Capcom Classics Collection Remixed,0.27,0,0,0.03,0.3
Reel Fishing: Angler's Dream,0.26,0.01,0,0.02,0.3
Call of Duty: Modern Warfare 3: Defiance,0.21,0.07,0,0.02,0.3
SimCity 4,0.01,0.24,0,0.05,0.3
Far East of Eden Zero,0,0,0.3,0,0.3
Sword Art Online: Hollow Fragment,0,0,0.3,0,0.3
Star Ocean 5: Integrity and Faithlessness,0.06,0.07,0.14,0.02,0.3
Call of Juarez: The Cartel,0.12,0.13,0,0.05,0.3
Full Spectrum Warrior,0.15,0.11,0,0.04,0.3
Alvin and the Chipmunks: The Squeakquel,0.28,0,0,0.02,0.3
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,0,0,0.3,0,0.3
James Bond 007: Legends,0.13,0.14,0,0.03,0.3
The Sims 2: Pets,0.02,0.01,0,0.27,0.3
Dragon Quest Builders: Revive Alefgard,0,0,0.3,0,0.3
The Suite Life of Zack & Cody: Circle of Spies,0.17,0.09,0,0.03,0.3
Power Pro Kun Pocket 6,0,0,0.29,0.01,0.3
Mega Man ZX,0.18,0,0.1,0.02,0.3
Harvest Moon DS Cute (US sales),0.3,0,0,0,0.3
Power Pro Kun Pocket 10,0,0,0.3,0,0.3
Wanted: Weapons of Fate,0.14,0.1,0.01,0.05,0.3
Finding Nemo: The Continuing Adventures,0.21,0.08,0,0.01,0.3
Spirit: Stallion of the Cimarron,0.21,0.08,0,0.01,0.3
Dreamworks Madagascar Kartz,0.19,0.07,0,0.04,0.3
Future Cop L.A.P.D.,0.16,0.11,0,0.02,0.3
Guitar Hero: Van Halen,0.16,0.1,0,0.03,0.3
Final Fantasy XI: Wings of the Goddess,0.25,0,0.02,0.02,0.3
Hamster Tarou,0,0,0.3,0,0.3
Shark Tale,0.23,0.06,0,0.01,0.3
Fist of the North Star: Ken's Rage 2,0,0,0.3,0,0.3
MLB SlugFest Loaded,0.14,0.11,0,0.04,0.3
Teenage Mutant Ninja Turtles,0.22,0.06,0,0.01,0.3
Trace Memory,0.15,0.01,0.12,0.01,0.3
FIFA Street 3,0.12,0.14,0,0.03,0.3
Mah Jong Quest: Expeditions,0.02,0.26,0,0.01,0.3
Batman: The Brave and the Bold the Videogame,0.22,0.06,0,0.02,0.3
Dragon Ball Z: Budokai Tenkaichi 2,0.24,0.03,0,0.02,0.3
AMF Bowling 2004,0.22,0.06,0,0.01,0.3
Thief (2014),0.14,0.13,0,0.03,0.3
Scooby-Doo! Night of 100 Frights,0.23,0.06,0,0.01,0.3
Just Dance Kids 2,0.28,0,0,0.02,0.29
RealSports Boxing,0.28,0.02,0,0,0.29
Imagine: Makeup Artist,0.27,0,0,0.02,0.29
Grandia II,0.14,0.11,0,0.04,0.29
Syphon Filter: Dark Mirror,0.26,0.01,0,0.03,0.29
Front Mission Evolved,0.09,0.07,0.11,0.03,0.29
Tom and Jerry Tales,0.21,0.06,0,0.02,0.29
Mini Ninjas,0.12,0.14,0,0.03,0.29
NieR,0.13,0.1,0.04,0.02,0.29
The BIGS 2,0.26,0.01,0,0.02,0.29
X-Men Legends II: Rise of Apocalypse,0.25,0.01,0,0.03,0.29
Junior Brain Trainer 2,0.04,0.21,0,0.04,0.29
The Chronicles of Riddick: Assault on Dark Athena,0.16,0.1,0,0.03,0.29
Need for Speed Underground,0.21,0.08,0,0.01,0.29
Power Pro Kun Pocket 4,0,0,0.29,0.01,0.29
The Godfather: Dons Edition,0.25,0.02,0,0.03,0.29
Soul Sacrifice Delta,0.01,0.12,0.12,0.04,0.29
Guardian Heroes,0,0,0.29,0,0.29
Assassin's Creed IV: Black Flag,0.18,0.09,0,0.03,0.29
MLB Power Pros,0.23,0,0.04,0.02,0.29
Outlaw Golf,0.22,0.06,0,0.01,0.29
The Amazing Spider-Man 2 (2014),0.06,0.16,0.02,0.05,0.29
Dynasty Warriors: Strikeforce,0.11,0.08,0.07,0.03,0.29
Fisherman's Bait 2: Big Ol' Bass,0.16,0.11,0,0.02,0.29
Lupin the 3rd: Treasure of the Sorcerer King,0.02,0.02,0.25,0.01,0.29
Up,0.2,0.07,0,0.03,0.29
Kurohyou: Ryu ga Gotoku Shinshou,0,0,0.29,0,0.29
Prince of Persia: Rival Swords,0.24,0.03,0,0.02,0.29
One Piece Unlimited Cruise 2: Awakening of a Hero,0,0.1,0.17,0.02,0.29
Ben 10 Alien Force: Vilgax Attacks,0.11,0.03,0,0.15,0.29
Majin and the Forsaken Kingdom,0.09,0.14,0.01,0.05,0.29
NBA Street V3,0.23,0.06,0,0.01,0.29
WinBack: Covert Operations,0.14,0.11,0,0.04,0.29
Punch-Out!!,0.02,0.22,0.05,0,0.29
FlatOut: Head On,0.13,0.11,0,0.06,0.29
Kagero: Deception II,0.03,0.02,0.22,0.02,0.29
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,0,0,0.27,0.02,0.29
The Bureau: XCOM Declassified,0.08,0.16,0,0.05,0.29
NBA Live 06,0.27,0,0,0.02,0.29
Guitar Hero: Van Halen,0.14,0.12,0,0.03,0.29
J-League Victory Goal '96,0,0,0.29,0,0.29
Shin Megami Tensei: Strange Journey,0.14,0,0.14,0.01,0.29
Jeopardy! 2nd Edition,0.16,0.11,0,0.02,0.29
SD Gundam G Century,0,0,0.27,0.02,0.29
Ratchet & Clank: Size Matters,0.13,0.1,0.03,0.03,0.29
Ben 10 Ultimate Alien: Cosmic Destruction,0.17,0.1,0,0.02,0.29
Atelier Iris 3: Grand Phantasm (US Sales),0.14,0.11,0,0.04,0.29
Itadaki Street 2: Neon Sign wa Bara Iro ni,0,0,0.29,0,0.29
Def Jam Rapstar,0.25,0.03,0,0.02,0.29
Need for Speed: The Run,0.13,0.13,0.01,0.03,0.29
From TV Animation One Piece: Treasure Battle!,0,0,0.28,0.01,0.29
Starhawk,0.18,0.05,0.03,0.03,0.29
Dolphin,0.27,0.02,0,0,0.29
Imagine: Fashion Designer World Tour,0.27,0,0,0.02,0.29
Area 51,0.22,0.06,0,0.01,0.29
The Smurfs: Dance Party,0.22,0.04,0,0.02,0.29
Disney Channel: All Star Party,0.18,0.08,0,0.02,0.29
Ace Combat: Joint Assault,0.06,0.05,0.15,0.03,0.29
Hamster Club 4: Shigessa Daidassou,0,0,0.28,0.01,0.29
Medieval Moves: Deadmund's Quest,0.13,0.12,0,0.05,0.29
Angry Birds Star Wars,0.16,0.11,0,0.03,0.29
Mega Man X8,0.14,0.11,0,0.04,0.29
CSI: Deadly Intent,0.13,0.13,0,0.03,0.29
Ford Mustang: The Legend Lives,0.14,0.11,0,0.04,0.29
Ys: Memories of Celceta,0.15,0.01,0.1,0.04,0.29
FIFA Soccer 13,0.06,0.2,0,0.03,0.29
Fast Food,0.27,0.02,0,0,0.29
Jikkyou Powerful Pro Yakyuu 8,0,0,0.29,0,0.29
Viz,0.23,0.06,0,0,0.29
Top Gear Overdrive,0.23,0.06,0,0,0.29
Xena: Warrior Princess - The Talisman of Fate,0.23,0.06,0,0,0.29
Jeremy McGrath Supercross 2000,0.23,0.06,0,0,0.29
The New Tetris,0.22,0.05,0.02,0,0.29
Ken Griffey Jr.'s Slugfest,0.23,0.06,0,0,0.29
Supercross 2000,0.23,0.06,0,0,0.29
War Gods,0.23,0.06,0,0,0.29
Bladestorm: The Hundred Years' War,0.1,0.03,0.14,0.02,0.29
World of Tanks,0,0.23,0,0.06,0.29
Jewel Quest Mysteries: Curse of the Emerald Tear,0,0.25,0,0.04,0.29
Duel Masters: Sempai Legends,0.21,0.08,0,0.01,0.29
Marvel Super Hero Squad,0.14,0.11,0,0.04,0.29
Turning Point: Fall of Liberty,0.23,0.04,0,0.02,0.29
Heroes of the Pacific,0.14,0.11,0,0.04,0.29
Dead Rising: Chop Till You Drop,0.15,0.07,0.05,0.02,0.29
The Lord of the Rings: The Third Age,0.22,0.06,0,0.01,0.29
Disney Infinity,0.16,0.1,0,0.02,0.29
Fable: The Journey,0.18,0.09,0,0.02,0.29
Nicktoons: Battle for Volcano Island,0.22,0.06,0,0.01,0.29
Sonic Boom: Shattered Crystal,0.17,0.09,0,0.03,0.29
Just Dance Wii 2,0,0,0.29,0,0.29
Madden NFL 08,0.22,0.06,0,0.01,0.29
DX Game of Life,0,0,0.27,0.02,0.29
Pirates of the Caribbean,0.22,0.06,0,0.01,0.29
Operation Flashpoint: Red River,0.1,0.15,0.01,0.03,0.29
One Piece: Pirate Warriors 3,0,0.09,0.19,0.01,0.29
The Punisher,0.22,0.06,0,0.01,0.29
MLB Pennant Race,0.16,0.11,0,0.02,0.29
Transformers: Dark of the Moon,0.13,0.13,0,0.03,0.29
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,0,0,0.29,0,0.29
GRID 2,0.08,0.17,0,0.03,0.29
WWII Aces,0.27,0,0,0.02,0.29
Puzzle Quest: Challenge of the Warlords,0.26,0,0,0.02,0.29
Shrek Super Party,0.14,0.11,0,0.04,0.29
"Sakura Wars 4: Koi Seyo,Otome",0,0,0.29,0,0.29
"Sakura Wars: So Long, My Love",0.07,0.05,0.15,0.02,0.29
Dynasty Tactics,0.06,0.05,0.16,0.02,0.29
The Urbz: Sims In the City (US weekly sales),0.27,0,0,0.02,0.29
Lightning Returns: Final Fantasy XIII,0.15,0.1,0.01,0.02,0.29
Feel the Magic XY/XX,0.17,0,0.1,0.02,0.29
Trivial Pursuit,0.12,0.12,0,0.05,0.29
Neopets Puzzle Adventure,0.26,0,0,0.02,0.29
Sonic & All-Stars Racing Transformed,0.12,0.15,0,0.02,0.29
Shrek the Third,0.26,0.01,0,0.02,0.29
Snowboarding,0.16,0.11,0,0.02,0.29
Purr Pals,0.27,0,0,0.02,0.29
Dragon Ball Heroes: Ultimate Mission,0,0,0.29,0,0.29
Borderlands: The Pre-Sequel,0.11,0.15,0,0.03,0.29
Surf's Up,0.14,0.11,0,0.04,0.29
BlazBlue: Chrono Phantasma,0.13,0,0.14,0.02,0.29
Looney Tunes Racing,0.16,0.11,0,0.02,0.29
Final Fantasy X-2: International + Last Mission,0,0,0.29,0,0.29
Namco Museum Vol.2,0.03,0.02,0.21,0.02,0.29
Rayman 3: Hoodlum Havoc,0.14,0.11,0,0.04,0.29
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,0,0,0.29,0,0.29
Psi-Ops: The Mindgate Conspiracy,0.14,0.11,0,0.04,0.29
I Spy: Spooky Mansion,0.27,0,0,0.02,0.29
Tomba! 2: The Evil Swine Return,0.16,0.11,0,0.02,0.29
SAW,0.13,0.12,0,0.03,0.29
Wappy Dog,0.27,0,0,0.02,0.29
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,0,0,0.29,0,0.29
BeatMania Append 4thMix: The beat goes on,0,0,0.27,0.02,0.29
NASCAR 08,0.26,0,0,0.02,0.29
World of Warcraft: Legion,0.14,0.12,0,0.02,0.29
Romance of the Three Kingdoms III: Dragon of Destiny,0,0,0.29,0,0.29
Power Pro Kun Pocket 11,0,0,0.29,0,0.29
El Shaddai: Ascension of the Metatron,0.11,0.07,0.08,0.03,0.29
Family Guy: Back to the Multiverse,0.12,0.12,0,0.05,0.29
Spyro: A Hero's Tail,0.22,0.06,0,0.01,0.29
Warriors Orochi 2,0.06,0,0.22,0.01,0.29
Ratatouille: Food Frenzy,0.26,0,0,0.02,0.29
Links 2004,0.21,0.06,0,0.01,0.29
PGA Tour 97,0.16,0.11,0,0.02,0.29
Bratz: Super Babyz,0.26,0,0,0.02,0.29
Battle & Get! Pokemon Typing DS,0,0,0.29,0,0.29
Kung Zhu,0.26,0,0,0.02,0.29
Earthworm Jim,0.2,0.08,0,0.01,0.29
