Rank,Name,Platform,Year,Genre,Publisher
6202,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ
6203,Silent Hill 2: Restless Dreams,XB,2001,Action,Konami Digital Entertainment
6204,Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision
6205,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix
6206,Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision
6207,UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment
6208,Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei
6209,RollerCoaster Tycoon 3,PC,2004,Strategy,Atari
6210,Bass Strike,PS2,2001,Sports,THQ
6211,NHL Hitz 20-03,PS2,2002,Sports,Midway Games
6212,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software
6213,Pac-Man Fever,GC,N/A,Misc,Unknown
6214,Over the Hedge,DS,2006,Platform,Activision
6215,Real Pool,PS2,2000,Sports,Midas Interactive Entertainment
6216,iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision
6217,The Warriors,PSP,2007,Action,Take-Two Interactive
6218,Mister Mosquito,PS2,2001,Shooter,Eidos Interactive
6219,Kakyuusei,SAT,1997,Strategy,Elf
6220,Patapon 3,PSP,2011,Misc,Sony Computer Entertainment
6221,Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,Warner Bros. Interactive Entertainment
6222,Civilization II,PS,1998,Strategy,Activision
6223,Guitar Hero: Van Halen,PS3,2009,Misc,Activision
6224,Dynasty Warriors: Gundam,PS2,2008,Action,Namco Bandai Games
6225,Madagascar,XB,2005,Platform,Activision
6226,Transformers: Cybertron Adventures,Wii,2010,Action,Activision
6227,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision
6228,F-1 Grand Prix,SNES,1992,Racing,Video System
6229,Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts
6230,Pinkalicious,DS,2011,Misc,GameMill Entertainment
6231,SimCity 2000,SAT,1994,Simulation,Sega
6232,Deer Hunter,PS2,2003,Sports,Atari
6233,Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo
6234,Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega
6235,Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Role-Playing,Konami Digital Entertainment
6236,FIFA Soccer 07,X360,2006,Sports,Electronic Arts
6237,Mass Effect Trilogy,PC,2012,Action,Electronic Arts
6238,Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment
6239,AC/DC LIVE: Rock Band Track Pack,Wii,2008,Misc,MTV Games
6240,My Japanese Coach,DS,2008,Misc,Ubisoft
6241,Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe
6242,Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts
6243,Tak and the Guardians of Gross,PS2,2008,Action,THQ
6244,True Crime: New York City,XB,2005,Action,Activision
6245,Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment
6246,NCAA Basketball 09,PS2,2008,Sports,Electronic Arts
6247,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,Namco Bandai Games
6248,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ
6249,Dead Rising 2: Off the Record,X360,2011,Action,Capcom
6250,Power Pro Kun Pocket 3,GBA,2001,Sports,Konami Digital Entertainment
6251,Myst III: Exile,PS2,2002,Adventure,Ubisoft
6252,Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment
6253,NBA 2K12,PSP,2011,Sports,Take-Two Interactive
6254,R.U.S.E.,PC,2010,Strategy,Ubisoft
6255,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,Shooter,Namco Bandai Games
6256,Armored Core: Project Phantasma,PS,1997,Simulation,From Software
6257,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo
6258,Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia
6259,ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo
6260,Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment
6261,Deadpool,PS4,2015,Action,Activision
6262,Nichibutsu Arcade Classics,SNES,1995,Misc,Nichibutsu
6263,Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike
6264,Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value
6265,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo
6266,Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive
6267,Mr. Do!,2600,1982,Action,Coleco
6268,How to Train Your Dragon 2,Wii,2014,Adventure,Little Orbit
6269,Boogie,DS,2007,Misc,Electronic Arts
6270,Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios
6271,Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision
6272,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation
6273,Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari
6274,The Legend of Zelda: The Minish Cap(weekly JP sales),GBA,N/A,Action,N/A
6275,Motocross Maniacs Advance,GBA,2002,Racing,Konami Digital Entertainment
6276,Resident Evil 2: Dual Shock Edition,PS,1998,Action,Capcom
6277,Dynasty Warriors,PS,1997,Action,Tecmo Koei
6278,M&M's Blast!,GBA,2001,Puzzle,Unknown
6279,Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment
6280,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts
6281,Final Fantasy X International,PS2,2004,Role-Playing,Square Enix
6282,Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Conspiracy Entertainment
6283,NHL Hitz 20-02,XB,2001,Sports,Midway Games
6284,Iron Man 2,X360,2010,Action,Sega
6285,Indy 500,2600,N/A,Racing,Atari
6286,Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts
6287,Trivial Pursuit,PS2,2009,Misc,Electronic Arts
6288,Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment
6289,Evil Dead: Hail to the King,PS,2000,Adventure,THQ
6290,Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games
6291,Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume
6292,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment
6293,Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive
6294,R.U.S.E.,X360,2010,Strategy,Ubisoft
6295,Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega
6296,Resident Evil: Deadly Silence,DS,2006,Action,Capcom
6297,Pac-Pix,DS,2005,Puzzle,Namco Bandai Games
6298,Beamrider,2600,1984,Racing,Activision
6299,EyePet,PSP,2010,Simulation,Sony Computer Entertainment
6300,The Evil Within,PC,2014,Action,Bethesda Softworks
6301,Athens 2004,PS2,2004,Sports,Sony Computer Entertainment
6302,Gunship,PS,1996,Simulation,Microprose
6303,Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Sports,Konami Digital Entertainment
6304,SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games
6305,Sydney 2000,PS,2000,Sports,Eidos Interactive
6306,Pro Race Driver,PS2,2002,Racing,Codemasters
6307,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo
6308,Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games
6309,The Club,X360,2008,Shooter,Sega
6310,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games
6311,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega
6312,Rocky: Legends,PS2,2004,Action,Ubisoft
6313,NickToons: Racing,GBA,2002,Racing,Infogrames
6314,MotionSports: Adrenaline,X360,2011,Sports,Ubisoft
6315,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts
6316,Gun,X360,N/A,Shooter,Activision
6317,NHL 07,X360,2006,Sports,Electronic Arts
6318,Flag Capture,2600,N/A,Action,Atari
6319,Bridge,2600,1980,Misc,Activision
6320,G-Force,PS2,2009,Action,Disney Interactive Studios
6321,LEGO Harry Potter: Years 5-7,PSP,N/A,Action,Warner Bros. Interactive Entertainment
6322,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft
6323,RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios
6324,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft
6325,Wave Rally,PS2,2001,Racing,Eidos Interactive
6326,Over the Hedge,GBA,2006,Platform,Activision
6327,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software
6328,Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios
6329,Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft
6330,Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts
6331,Sengoku Basara 4,PS3,2014,Action,Capcom
6332,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment
6333,WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ
6334,Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer
6335,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix
6336,Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive
6337,NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts
6338,Bratz: The Movie,Wii,2007,Simulation,THQ
6339,BloodRayne 2,PS2,2004,Shooter,THQ
6340,Spider-Man: Web of Shadows,PS3,2008,Action,Activision
6341,NHL 2002,XB,2001,Sports,Electronic Arts
6342,Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games
6343,Tropico 4,PC,2011,Strategy,Kalypso Media
6344,NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment
6345,Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment
6346,NBA Jam 99,N64,1998,Sports,Acclaim Entertainment
6347,Shadow Man,N64,1999,Action,Acclaim Entertainment
6348,Command & Conquer,N64,1999,Strategy,Nintendo
6349,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft
6350,Shadow of Rome,PS2,2005,Action,Capcom
6351,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo
6352,Tales of Eternia,PSP,2005,Role-Playing,Ubisoft
6353,Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts
6354,Ben 10 Triple Pack,DS,2011,Misc,D3Publisher
6355,Need for Speed Rivals,PC,2013,Racing,Electronic Arts
6356,Stuntman: Ignition,PS2,2007,Racing,THQ
6357,Fantastic 4,XB,2005,Action,Activision
6358,Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision
6359,MotoGP,PS2,2000,Racing,Namco Bandai Games
6360,The Penguins of Madagascar,DS,2010,Action,THQ
6361,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment
6362,Rock Revolution,X360,2008,Misc,Konami Digital Entertainment
6363,Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus
6364,LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment
6365,Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment
6366,The Incredible Hulk,PS3,2008,Action,Sega
6367,Resident Evil: Revelations,X360,2013,Action,Capcom
6368,Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive
6369,NASCAR 2011: The Game,PS3,2011,Racing,Activision
6370,Thoroughbred Breeder II,SNES,1994,Simulation,Hect
6371,Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus
6372,Magical Vacation,GBA,2001,Role-Playing,Nintendo
6373,XGIII: Extreme G Racing,PS2,2001,Racing,Acclaim Entertainment
6374,NBA Live 2004,GC,2003,Sports,Electronic Arts
6375,Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games
6376,NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts
6377,Section 8,X360,2009,Shooter,SouthPeak Games
6378,Superbike 2000,PS,1999,Racing,Electronic Arts
6379,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo
6380,Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix
6381,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo
6382,F1 2016 (Codemasters),PS4,2016,Racing,Codemasters
6383,Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing
6384,Wipeout 2,X360,2011,Misc,Activision
6385,Ratatouille,X360,2007,Action,THQ
6386,The Incredible Hulk,X360,2008,Action,Sega
6387,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive
6388,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision
6389,Reign of Fire,PS2,2002,Shooter,BAM! Entertainment
6390,Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment
6391,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment
6392,Ace Attorney 6,3DS,2016,Adventure,Capcom
6393,The Sims 2: Pets,GC,2006,Simulation,Electronic Arts
6394,Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment
6395,Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment
6396,The BIGS,X360,2007,Sports,Take-Two Interactive
6397,Initial D: Special Stage,PS2,2003,Racing,Sega
6398,Madden NFL 08,DS,2007,Sports,Electronic Arts
6399,Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment
6400,Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft
6401,Final Doom,PS,1995,Shooter,GT Interactive
6402,Deadly Premonition,X360,2010,Action,Rising Star Games
6403,Rock Revolution,PS3,N/A,Misc,Unknown
6404,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ
6405,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment
6406,Knockout Kings 2002,XB,2002,Sports,Electronic Arts
6407,Wipeout 2,DS,2011,Misc,Activision
6408,Payday 2,PS4,2015,Shooter,505 Games
6409,Ultimate NES Remix,3DS,2014,Action,Unknown
6410,Megamind: The Blue Defender,DS,2010,Adventure,THQ
6411,NFL Street 3,PSP,2006,Sports,Electronic Arts
6412,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment
6413,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision
6414,Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment
6415,Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto
6416,Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value
6417,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games
6418,Duel Masters,PS2,2004,Strategy,Atari
6419,Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei
6420,Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo
6421,Superman Returns,X360,2006,Action,Electronic Arts
6422,The Dog Island,PS2,2007,Adventure,Ubisoft
6423,My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,Mentor Interactive
6424,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei
6425,Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive
6426,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment
6427,Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment
6428,Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts
6429,Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei
6430,Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft
6431,Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft
6432,Fish Tycoon,DS,2007,Simulation,Majesco Entertainment
6433,Scene It? Twilight,Wii,2009,Misc,Konami Digital Entertainment
6434,And1 Streetball,PS2,2006,Action,Ubisoft
6435,Don King Boxing,Wii,2009,Sports,Take-Two Interactive
6436,Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei
6437,Angry Birds Trilogy,X360,2012,Action,Activision
6438,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games
6439,Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A
6440,ESPN NBA Basketball,XB,2003,Sports,Sega
6441,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei
6442,NBA 07,PS3,2006,Sports,Sony Computer Entertainment
6443,Lowrider,PS2,2002,Misc,Pacific Century Cyber Works
6444,Reload: Target Down,Wii,2010,Shooter,Mastiff
6445,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive
6446,Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari
6447,The Crew,X360,2014,Racing,Ubisoft
6448,"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ
6449,Battlestations: Midway,X360,2007,Strategy,Eidos Interactive
6450,Rayman DS,DS,2005,Platform,Ubisoft
6451,Gundam Breaker,PS3,2013,Action,Namco Bandai Games
6452,The House of the Dead 2,DC,1998,Shooter,Sega
6453,Create,Wii,2010,Action,Electronic Arts
6454,A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games
6455,Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts
6456,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive
6457,Panzer Dragoon Orta,XB,2002,Shooter,Sega
6458,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment
6459,Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike
6460,King's Field II,PS,1996,Role-Playing,From Software
6461,Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software
6462,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games
6463,Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft
6464,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment
6465,Petz: Horsez 2,PS2,2007,Simulation,Ubisoft
6466,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value
6467,Skylanders: SuperChargers,Wii,2015,Action,Activision
6468,Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios
6469,Tomba!,PS,1997,Platform,Sony Computer Entertainment
6470,Love Plus,DS,2009,Simulation,Konami Digital Entertainment
6471,Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games
6472,MLB SlugFest 2006,PS2,2006,Sports,Midway Games
6473,J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games
6474,Rugrats: I Gotta Go Party,GBA,2002,Action,THQ
6475,Virtua Racing,GEN,1994,Racing,Sega
6476,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games
6477,Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver
6478,Bolt,PS2,2008,Adventure,Disney Interactive Studios
6479,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo
6480,We Cheer 2,Wii,2009,Simulation,Namco Bandai Games
6481,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters
6482,Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5
6483,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive
6484,Michael Jackson: The Experience,DS,2010,Misc,Ubisoft
6485,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega
6486,Project Runway,Wii,2010,Simulation,Atari
6487,Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment
6488,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ
6489,Sengoku Basara 2,PS2,2006,Action,Capcom
6490,Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games
6491,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo
6492,Hey Arnold! The Movie,GBA,2002,Platform,THQ
6493,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo
6494,Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts
6495,Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft
6496,Star Trek: Invasion,PS,2000,Simulation,Activision
6497,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix
6498,Jonah Lomu Rugby Challenge,PS3,N/A,Sports,Home Entertainment Suppliers
6499,Babysitting Mania,DS,2008,Simulation,Majesco Entertainment
6500,Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts
6501,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft
6502,Ace Attorney Investigations 2,DS,2011,Adventure,Capcom
6503,Minute to Win It,Wii,2010,Misc,Zoo Games
6504,Smart Girl's Playhouse,DS,2007,Misc,505 Games
6505,Racquet Sports,Wii,2010,Sports,Ubisoft
6506,TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive Entertainment
6507,The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive
6508,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment
6509,Madden NFL 2005,DS,2004,Sports,Electronic Arts
6510,Skylanders: Trap Team,3DS,2014,Action,Activision
6511,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment
6512,Power Pro Kun Pocket 5,GBA,2003,Sports,Konami Digital Entertainment
6513,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto
6514,Plants vs. Zombies,X360,2010,Strategy,PopCap Games
6515,Riding Spirits,PS2,2002,Racing,BAM! Entertainment
6516,Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios
6517,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision
6518,Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus
6519,Bust A Groove 2,PS,1999,Misc,Enix Corporation
6520,Hatsune Miku: Project Diva,PSP,2009,Misc,Sega
6521,Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ
6522,Gundam Battle Universe,PSP,2008,Fighting,Namco Bandai Games
6523,Sengoku Basara: Battle Heroes,PSP,2009,Action,Capcom
6524,Nightmare Creatures,N64,1996,Action,Activision
6525,Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts
6526,Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive
6527,Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Acclaim Entertainment
6528,NCAA March Madness 08,PS2,2007,Sports,Electronic Arts
6529,Armored Core: Nexus,PS2,2004,Simulation,Indie Games
6530,Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment
6531,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Adventure,NewKidCo
6532,Muramasa: The Demon Blade,PSV,2013,Role-Playing,Marvelous Entertainment
6533,Yakuza: Ishin,PS3,2014,Action,Sega
6534,Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision
6535,Tony Hawk: Shred,X360,2010,Sports,Activision
6536,Outlaw Volleyball,XB,2003,Sports,TDK Mediactive
6537,Batman: Vengeance,GC,2001,Adventure,Ubisoft
6538,The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision
6539,RealSports Football,2600,1981,Sports,Atari
6540,Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts
6541,SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games
6542,Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft
6543,Monsters vs. Aliens,Wii,2009,Action,Activision
6544,Dungeons & Dragons Heroes,XB,2003,Role-Playing,Atari
6545,The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive
6546,Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive
6547,Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games
6548,McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Racing,Acclaim Entertainment
6549,Legaia 2: Duel Saga,PS2,2001,Role-Playing,Eidos Interactive
6550,Crash Nitro Kart,GC,2003,Racing,Vivendi Games
6551,Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft
6552,MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment
6553,Polarium,DS,2004,Puzzle,Nintendo
6554,Samurai Warriors 4,PS3,2014,Action,Tecmo Koei
6555,F1 2014,X360,2014,Racing,Codemasters
6556,Classic NES Series: Bomberman,GBA,2004,Action,Nintendo
6557,Avatar: The Last Airbender - The Burning Earth,Wii,2007,Action,THQ
6558,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft
6559,Bratz Ponyz 2,DS,2008,Adventure,Game Factory
6560,A.C.E.: Another Century's Episode,PS2,2005,Simulation,Banpresto
6561,Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment
6562,X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom
6563,Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts
6564,Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A
6565,Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts
6566,Sega Rally Revo,PSP,2007,Racing,Sega
6567,King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment
6568,Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,Virgin Interactive
6569,Legendary,X360,2008,Shooter,Atari
6570,J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega
6571,Daisy Fuentes Pilates,Wii,2009,Sports,505 Games
6572,Star Trek: The Game,PS3,2013,Action,Namco Bandai Games
6573,Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment
6574,Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei
6575,Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft
6576,"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005,Misc,THQ
6577,Choro Q3,PS,1998,Racing,Takara
6578,Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment
6579,Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks
6580,Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision
6581,Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios
6582,Bionicle: Matoran Adventures,GBA,2002,Platform,Electronic Arts
6583,Armored Core: Master of Arena,PS,1999,Simulation,From Software
6584,Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo
6585,Desert Falcon,2600,1987,Shooter,Atari
6586,NASCAR 09,PS3,2008,Racing,Electronic Arts
6587,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft
6588,A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto
6589,ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games
6590,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo
